ReviewID,Date,ElapsedDays,Rating,Title,ReviewText,Length,Sentiment,Votes,Helpful,SalesUp,ReturnsUp,Image,Year,Month,Day,Title_word_count,Review_word_count
r0048,2019-08-02,1877,5,Tried and True,"This jacket brings ""staying relatively comfy in heinous conditions"" to a whole new level. Switched into it midway through last season and suddenly became a warm and happy backcountry skier, winter camper, and mountaineer. Through blizzards, rain, and general abuse it held tough. And yes, it is pretty. Let's hope the quality keeps up now that everybody seems to be wearing one.",62,1,1,1,1,0,,2019,8,2,3,62
r0049,2019-06-22,1918,5,a little purple,"the blue jacket, as it turns out, is really more of a purple - but that is my only criticism! everything else about this jacket is excellent. the large hood that everyone else seems to indicate is a problem was the opposite for me - i think it is perfect sized for those of us who have large hair clips or put our hair in a bun - a little cinching (provided on the jacket) and the hood is perfect sized.",81,1,0,0,0,0,,2019,6,22,3,81
r0050,2019-06-21,1919,5,Excellent Jacket,"So far, I have used my jacket twice, while hiking in the Pacific NOrthWest. Both times, the jacket protected me from hail and drizzles. I'm don't usually follow the beaten path and like to climb up and down rocks, and so far the jacket hasn't torn or shown signs of wear. I tend to beat my gears up. So far so good. Cheers! Note: Size fit true. I wear XS and got XS with enough room to layer with several shirts,and fleece and still have enough room in the jacket. Down side for me is that there isn't lower side pockets to put my hands in. :( Feature I like, besides the entire jacket, is the hood. I like how I can keep my neck warm and not have to put the hoodie on.",134,1,0,0,0,0,,2019,6,21,2,134
r0051,2019-05-19,1952,3,Some limitations,"Overall its a great jacket light weight, water proof goretex pro shell that taskes very little pack space. However it was not suffiecient for my multiday skimountaineering demands. The material is a little to thin and not as durable as some other shells I own like the Patagonia Powderbowl or AK 3L given those are heavier. Also its not as wind proof as my other shells and the hood does not fit my helmet well So I ended up sending it back. I generally think Arcteryx products are great I own a pair of theta AR and beta AR pants which I love but were made in canada. I have a feeling since Arcteryx was baught by Amer sports and is producing in china the quality is not holding up to previous standards. I can say enough good things about Backcountry. A++ service!!! Keep it up!!!",146,0,1,1,1,0,,2019,5,19,2,146
r0052,2019-02-24,2036,5,super jacket,"i really am enjoying my jacket. It is well fitted and still able to wear a fleece shirt underneath. Definitely rain proof. It is not a long jacket, just to hips, so if it is really a down pour, I would recommend rain pants.",44,1,0,0,0,0,,2019,2,24,2,44
r0053,2019-02-23,2037,5,Recommended,"Tried on a Theta and Beta, went with the Beta. I am 5'1"", the Beta fits whereas, the Theta fits looser and longer on sleeves and length. It looks very flattering on. I have not worn it for outdoor activities yet, so can't say much about its performance but based on other reviews, it sounds pretty awesome!",57,1,0,0,0,0,,2019,2,23,1,57
r0054,2019-02-08,2052,5,awesome,"This jacket is great! Skiing with a fleece, running with a base-layer, and even just going out for a walk. defiantly worth the price.",24,1,0,0,0,1,,2019,2,8,1,24
r0055,2018-12-27,2095,5,AWESOME gore-tex jacket!!,"One of the nicest jacket's I've owned! Great with a softshell underneath on extremely cold days, great just as is for a jog or hike on autumn days! Extremely versatile, waterproof and good-looking!",33,1,0,0,0,0,,2018,12,27,3,33
r0056,2018-12-16,2106,3,chilly until you are moving,"this jacket is SUPER thin....just a shell basically. but a great shell! its very very waterproof and has a nice small fit. i just don't warm up in it right away, which can be tough. i love the big hood, and don't love the lack of pockets. good for skiing hard, bad for leisure walks with the dog.",58,0,1,1,0,0,,2018,12,16,5,58
r0057,2018-09-24,2189,5,"So far, so good!","very happy so far. Beta AR fits very well, looks good, feels good. I am pretty tall (5'10"") and the arms are long enough in the arms - very nice. I get loads of compliments every time I wear it! I also have the stingray, and the beta ar is not nearly as heavy or stiff, but is still very comfortable and water/wind proof.",64,1,4,1,1,0,,2018,9,24,4,64
r0058,2018-08-20,2224,5,The best!,"Bought this jacket to my wife. I have the Alpha SV. We both have them in black and they have the same stylish look (hard to tell them apart). The fit is perfect and the only noticable difference between Beta AR and Alpha SV is that the Alpha SV has moore pockets. We had the jackets in the Swedish mountains this summer. It was very windy and lots of rain and our jackets felt like fortresess! Like with all waterproof jackets, remember to have waterproof trousers or your trousers will get soaked.",92,1,2,1,1,0,,2018,8,20,2,92
r0059,2018-02-18,2407,4,Rockin Beta!,"Primary use: Motorcycle ride to work in rain/sleet. Secondary use: snowboarding. Strengths: Articulated elbows offer great fit in any position. Water-sealed seams are legitimate even in a total down pour you will remain dry as a bone. Materials look and feel quality and reinforcements are positioned appropriately. Colors are vibrant! Weaknesses: Fit could be slimmer, but once you've got some warm layers under this shell you almost need the room. Helmet compatible hood is bulky and only useful on rare occasions. Overall: The right choice if you need absolute dryness and quality fabrics/zippers that will last.",96,1,4,1,1,0,,2018,2,18,2,96
r0060,2017-11-23,2494,5,Super Jacket,"I love this jacket for mountaineering, skiing and snow shoeing in wet Cascade mountain conditions. Just bought second one, bright red for better visibility in back country. I agree with previous reviewer, fit, features and materials are excellent!",38,1,6,1,1,0,,2017,11,23,2,38
r0061,2017-11-17,2500,5,Best jacket ever,"Arc'teryx is all about high end fit, features and materials. This jacket delivers!",13,1,4,1,1,0,,2017,11,17,3,13
r0062,2020-12-31,1360,5,Wet not Warmth,"Great jacket! I've worn it a couple of times during heavy rainfall, and it's most certainly waterproof. Not very warm as it goes, but size is true to fit with room to layer. Can't wait to try it out on the slopes as a top layer...",46,1,0,0,0,0,,2020,12,31,3,46
r0063,2020-12-05,1386,5,Awesome Raincoat!!!,"I took this coat on my five month Appalachian Trail thru hike and it was awesome! There was a lot of rain that season, and it kept me dry. Even after its constant use, it is still the raincoat I use on hiking trips. The venitlation is great. Fit was perfect. I would highly recommend this jacket!",57,1,0,0,0,0,,2020,12,5,2,57
r0064,2020-11-18,1403,5,REALLY Good shell,"After having mine for a few months, I got this for my gf as well. She love's it and will never get another brand again. Her's is from 2006 so she has pit zips which she uses all the time. The newer version does not have pit zips. Her biggest praise is for 1) waterproofness, 2) excellent fit and 3) the full collar with separate hood. She loves this, which means when it starts to breakdown, I'm looking at getting another Beta SL for her.",85,1,0,0,0,0,,2020,11,18,3,85
r0065,2020-09-19,1463,5,Dry in Oregon!,"This is the best rain jacket I have ever owned! And living in Oregon, I own quite a few. It absolutely keeps me dry, even out in the rain camping or fishing for hours! Amazing! It doesn't even leak around the cuffs. All the zippers are absolutely waterproof too. It is very well made, and fits a women's body nicely, not boxy. Love the length also to keep me dry. I am 5'8"" 145 lbs, and bought the large. Plenty of room for layers underneath. Well worth the price!",89,1,0,0,0,0,,2020,9,19,3,89
r0066,2021-02-04,1325,5,Purrrrrfect!,Bought this for for a light weight outer layer for cool mornings and evenings on the trails. It is incredibly warm for such a lightweight piece and will pack up nice and small for my one-bag 3-week trip to Croatia later this year. Fits like a dream and the scuba hood is great for windy areas. And the purpla color - yummy!,62,1,0,0,0,0,,2021,2,4,1,62
r0067,2021-01-27,1333,4,looks slightly greenish,at least the brown color. love it otherwise!,8,1,0,0,1,1,,2021,1,27,3,8
r0068,2021-04-15,1255,5,Pleasantly Surprised at how AMAZING this jacket is!,"I wore this jacket for the first time this weekend for a half marathon, it was about 45 degrees and a little rainy. I was nervous that it would be too warm but I could not have been more comfortable the entire time. It is so lightweight that you hardly feel like you are wearing anything, yet it gives you the perfect amount of coverage and wind protection. I just wore a tank under this but you can certainly layer on a colder day. I agree with the review below that it runs a little bit big but that would be a good thing if you want to wear it in cooler temps with a long sleeve shirt underneath. And I absolutely love that it comes down a little lower in the back. This greatly increases the comfort/modesty factor if you are wearing tight fitting bottoms.",146,1,1,1,0,0,,2021,4,15,8,146
r0069,2020-05-17,1588,5,Better than I thought!,"I bought this because I needed an extra light layer for my runs, something to deal with the New England spring/summer weather when you never know how it's going to be(wet?windy?hot?cool?) It packs down close to nothing, and really does the trick when it comes to NE spring/early summer winds so far! I wasn't sure it would do much of anything when I first saw how light it was. However, it keeps me surprisingly warm, yet I never get too hot either- a perfect wind blocker. I find myself wearing it almost every day. It's cute too! Just a note...It does fit a little larger than other Arcteryx jackets(trim fit vs athletic fit- the trim fit is looser- go figure?) So if you're in between sizes, go smaller unless you want it on the looser side. I'm 5'6"" 130 lbs and the xs fits perfectly with a little room, but certainly not baggy. The front's right around the belt of my low rise's, and there's a long drop hem for coverage in back(covers most of my butt). Yet another jacket that Arcteryx has mastered!",184,1,1,1,1,0,,2020,5,17,4,184
r0070,2020-02-14,1681,5,Great for ski touring,"I was looking for a wind jacket for spring ski touring and rock climbing. I have used this as an outer layer and under a soft shell, and I love it. It is light weight, durable and packs down to nothing. The medium fits me just below the waist and has enough room to fit a slim fleece under, but it is not too baggy with only a base layer. I like the visibility of the BUD color but don't find it to be obnoxious. Another great arc'teryx product.",89,1,0,0,0,0,,2020,2,14,4,89
r0071,2019-12-22,1735,5,Review Title,"I bought this jacket for my friends. I did purchased XS, S, M. We have used in small rain, big wind. The jacket works very well. I also recomment my other friend to consider this as it's so light. You also could zip it into your pocket and forgot the weight. It's good for work, running climbing and other sports.",60,1,1,1,0,0,,2019,12,22,2,60
r0072,2019-10-25,1793,4,"Nice jacket, but prefer Houdini","I have a couple of Patagonia Houdini jackets. I was looking for a similar jacket without a hood and came across this one. I gave it a try, but decided to stick with the Houdini. The fabric just wansn't as nice and the length not as long. The one thing I did like better about the Arcteryx Celeris was the velcro tabs on the wrists. It's definitely worth a try, but I'd recommend checking out the Houdini as well.",79,1,0,0,0,0,,2019,10,25,5,79
r0073,2019-06-13,1927,5,Arc'teryx Celeris Jacket (W),"I love this jacket! The cut of the jacket is really efficient - enough room for a base layer but not baggy, and long enough for a 5'10 woman. The backward-directed pocket keeps ""stuff' from jangling around in the front. The collar has a nice lining, and I'm glad to have a windbreaker without a hood! I love the chartreuse color!",61,1,0,0,0,0,,2019,6,13,4,61
r0074,2021-03-18,1283,5,Great Jacket!,"I love this jacket and have it in few colors.It is very functional, stylish, and cozy jacket.It is a mid weight jacket and extremely comfy. You can not go wrong with it.Absolutely worth the price.",38,1,0,0,0,0,,2021,3,18,2,35
r0075,2021-01-30,1330,3,Stylish & warm but TOO SHORT!,"I have this jacket with gray/black zips, not pink. I like it except for one major flaw - it is WAY too short and barely hits below the belly button... I wear low-rise pants and so it's very uncomfortable to have that gap; I like when jackets have some overhang to keep drafts out. It's really warm and it great as a layering piece under a heavier jacket on really cold, snowy days. My jacket is an XS (I'm 5'6"", 110lbs) and everything else fits wonderfully but the lack in length. Also, keep it away from your felines and canines or you can expect to be lint-rolling the heck out of it!",112,0,0,0,0,0,,2021,1,30,6,112
r0076,2020-02-23,1672,5,My Go To Jacket,"I bought this jacket a couple of years ago and it STILL rocks. It washed well and it still looks pretty new! I wear the heck out of it. I just wanted to provide this because buying this jacket is an investment, and it has paid off. Sizing was also right on. Not always what I find from ArcTeryx.",59,1,1,1,1,0,,2020,2,23,4,59
r0077,2020-02-20,1675,2,Bummer,I have an Arc'teryx rain jacket that fits perfectly. But not this jacket. It was too short in the arms and short to my waist. I was bummed. But Backcountry did and amamzingly fast exchange and helped me to order something I am happy with.,45,0,0,0,0,0,,2020,2,20,1,45
r0078,2020-02-04,1691,5,Love it... You've got to get it!,"I have had this jacket for about a month. It's great by it's self, the fit is perfect. But it's also a great item for layering. Not to mention how good backcountry does with customer service!",36,1,0,0,0,0,,2020,2,4,7,36
r0079,2019-12-07,1750,3,"Jacket pills, but Arc'Teryx warranty is really great","I just called them yesterday, and they will replace mine with a new one, that shouldn't pill. I was surprised too, given the cost of the jacket. I still love the jacket, it's the only one I wear almost every day in the fall/winter. The cut and fit is great!",50,0,1,1,1,0,,2019,12,7,8,50
r0080,2019-05-01,1970,4,a favorite,"There is much to love of the Arc&#39;Teryx Covert Hoody. I absolutely love the fit, the soft fabric, the warmth, the color. It isn&#39;t a lint magnet like many of my other fleeces, and just looks nicer than traditional fleece. But don&#39;t mistake it for a softshell or great outer layer. As described, it has no wind protection. I just layer a light shell over it for those days. I could easily wear mine every day and get tons of compliments on it.",83,1,0,0,0,0,,2019,5,1,2,83
r0081,2018-12-27,2095,5,Cozy,This is a great fleece for outdoor anything. I love how cozy it is and warm even in the below zero temps up in the mountains. Moves well with activity.,30,1,0,0,0,0,,2018,12,27,1,30
r0082,2018-11-19,2133,3,Hoody,"I bought one of these 4 years ago and it looks exactly the same. I bought this one with a hood and it is already pilling, after only 3 weeks. This was a great disappointment and shows lower quality when moving your company from Canada to China. Even worse, its more expensive than my first one.",56,0,4,1,0,0,,2018,11,19,1,56
r0083,2018-11-11,2141,4,Welcome to Comfytown,"I bought this hoody in a Meduium green tea. It is quite lovely - professional enough to wear to work, yet warm and functional for the weekend. I would give it 5 stars if Arc'teryx had stuck with manufacturing in Canada not China.",43,1,0,0,0,0,,2018,11,11,3,43
r0084,2018-10-15,2168,2,Yikes,"I had to send this fleece back as it wasn't warm enough. Also, it was made very cheaply. The other arcteryx products I've seen have always been made beautifully, but this one is made in China and not consistent with the usual Canadian quality. It was also too short for wearing it for anything but casual use, and wouldn't be very good for even layering because of lack of warmth and length. In the end, this fleece isn't worth the money for active wear, but is cute for casual use, and the colors are truly beautiful.",96,0,0,0,0,0,,2018,10,15,1,96
r0085,2020-08-01,1512,5,Great lightweight jacket,"This is a lightweight jacket that would work great in spring or fall. It's kind of a stretch woven single-layer fabric, that has kind of a very thin, grid-type microfleece on the inside. I found the fit to be a little more generous than some Arcteryx jackets, with room for a couple of light layers underneath, but still very flattering and nicely shaped. It has a short collar, which looks nice, but offers less draft protection than some of their other jackets.",82,1,0,0,0,0,,2020,8,1,3,82
r0086,2019-12-19,1738,5,Wish I Could Have Kept It!,"This is a beautiful jacket. It is very well made, comfortable, and flattering to the figure. Unfortunately, the sleeves were too long for me. I am 5'3 and it just didn't work out. Too bad because I loved it.",39,1,0,0,0,0,,2019,12,19,6,39
r0087,2019-11-26,1761,5,Arc teryx jacket,"When I first got the jacket, I thought it would never keep me warm because it was so light weight. Well, the fit was perfect. I have long arms and the sleeves were long enough. I got the medium after much debate with myself and I can put a light weight top under for extra warmth. It appears to repell dirt and I have worn it often and it does not need washing. I hope Arc Teryx expands their lines of clothing -- good value.",85,1,0,0,0,0,,2019,11,26,3,85
r0088,2021-03-06,1295,5,Perfect Softshell,"I have been on the lookout for a nice hooded softshell that actually fit well and was fairly wind/water resistant. Finally, the search is over! Got this awesome jacket last week for 60% off in the wisteria color (thank you backcountry.com for the killer deal!) and have worn it everyday since it arrived. I am 5'2"" and 100lbs and the xs fits me perfectly with a room for a tshirt and zip-up Icebreaker hoodie under it! It keeps you plenty warm when you are doing anything physical at temps below freezing with some layering or is perfect alone to break the wind or chill on a warmer spring/fall day. Have previously owned a Sierra Designs and North Face Apex Bionic softshells that were complete disappointments. I love this one though!",130,1,0,0,0,0,,2021,3,6,2,130
r0089,2021-02-21,1308,5,"great fit, great jacket",I've been wearing this for over 6 months and it's holding up well. Love the longer length and the tuck at the waist. It's been perfect for bay area 50 degree weather. I'm tempted to buy the warmer version.,39,1,0,0,0,0,,2021,2,21,4,39
r0090,2020-09-07,1475,5,Just bought it,"I just got this jacket for a great price on Steep and Cheap and I absolutely love it! It's a perfect for the fall and spring and also for colder winter days when you shed lots of sweat. I was worried it may be too small (I ordered a small). It is very fitted, but I think it'll be okay since I only wear one layer under soft shells when I'm skinning or hiking. The wisteria color is gorgeous! It's much a much richer / darker color than the website shows. Less pastel and more periwinkle. It's also been great in light showers. I got caught on my bike when a rain cloud moved through and it beaded off immediately. Great buy. It's a jacket you can wear being active and to the bars. I would say it's in the medium range for thickness soft shells, but moves freely. Go-to jacket with jeans in the fall. Looks good!",158,1,0,0,1,0,,2020,9,7,3,158
r0091,2020-07-23,1521,4,Great looking jacket!,"This is a great looking jacket by Arcteryx. I normally wear small in Arcteryx, but I found the armholes in this jacket to be a bit small and binding. I tried a medium, but then the jacket was too big. It a really great looking jacket, but I can't put more than a t-shirt under it due to the armholes.",60,1,0,0,1,1,,2020,7,23,3,60
r0092,2020-03-12,1654,4,cute but lightweight,"Arc'teryx jackets tend to be too long and narrow for me (5'4"" and curvy-ish). This was the exception. The hood is also extremely well designed, and fits nicely under a bicycle helmet. I wasn't sure how it would hold up to extreme weather, but I thought at the very worst, I could layer it. The quality of the jacket is not up to Arc'teryx old standards (when they were made in Canada), the seams are a little rough and the materials don't seem quite as solid, but that might be because they're so high tech. I tested it bike riding on a cool day. The jacket is good for aerobic activity, it definitely kept me from overheating, but I was disappointed in how little wind it blocked. Granted, there's a lot of wind when you bicycle. On the other hand, if I weren't producing a lot of heat, I think it might not have kept me warm. Overall, I'd suggest it as the jacket you could use if expecting varied weather conditions, but I wouldn't plan on using it alone in chilly or windy weather.",185,1,1,1,0,0,,2020,3,12,3,185
r0093,2019-09-30,1818,5,versatility incarnate,"i got one of these miracle jackets as a gift last winter and i can honestly say i find a reason to wear it almost any day. when they say it's versatile they mean it. i have ski toured in it, snowboarded in it, summer hiked and even golfed in it. layer under it, layer over it, wear it alone in warmer weather. in eight months i bet not a week has gone by when i didn't put it on at least once. Great feminine cut to boot. This jacket will get you noticed...in all the right ways. Even though it's not meant to be fully wind and waterproof, it does a great job of both. get one and wonder what how you coped without it!",126,1,2,1,1,0,,2019,9,30,2,126
r0094,2020-11-26,1395,5,"Flattering, light and warm","Love this jacket. I'm not an athlete but I am active outdoors all winter. This is my primary work jacket for helicopter EMS in Colorado and it really performs. It is windproof and very water-resistant. As far as warmth is concerned, keep in mind that this is a softshell, and is designed with movement and athletic performance in mind... so it is not puffy, lofty, long or cozy. It will keep you comfortable when you're sitting around at 50 to 30 degrees. If you're working out, it will keep you warm down to the 10s or 20s if you have an adequate base layer (e.g., full-weight smartwool, medium-weight fleece, lightweight wool sweater).I also like how Arcteryx cuts their softshells. This is a body-skimming design with a feminine cut. They also do some kind of neat sewing in the armpits (oh yeah, ""gussets"") that keeps the jacket in place when you lift up your arms, reach out, stretch, etc. I am 5'8"", 125 # and the Small hits just below my waist. The back is slightly longer, which keeps the jacket from looking too short. If you want a jacket that covers your tummy or hits at your hips, this isn't it.As mentioned there are no cuff zips/adjustments, and the zippers aren't covered. The collar won't cover your chin, and there's no hood. However... if you want major coverage, waterproof zips, cuffs that accommodate gloves, etc, you're really looking for a full-on 3-in-1 jacket or insulated rain jacket, you know?I've had this for over 2 years and it shows no signs of wear. It machine-washes beautifully and dries quickly. In the future I may splurge and upgrade to a hooded jacket with more bells and whistles. But I will definitely get another Arcteryx product, because for the weight, they're super warm, and worth the $$.",307,1,0,0,0,1,,2020,11,26,4,304
r0095,2020-03-01,1665,5,Great jacket,"I'm 5'2"", 115#. Got the small. Slightly big on me, but purposely so as I like to be able to layer underneath and use for spring skiing and backcountry. Transitions from skiing to wandering around town, so can be a one jacket solution in shoulder seasons. Jacket is reasonably waterproof and I can only feel the wind if it's excessive. Very lightweight, easy to move in, doesn't ride up, and warm considering it's thickness. Highly recommended.",76,1,1,1,1,0,,2020,3,1,2,76
r0096,2020-02-27,1668,2,Prefer old Gamma AR.,"I am 5'8"", med/slim, with orangutan-length arms. I have worn a men's Gamma-AR size small for years for all-weather bike-commuting and backcountry skiing, and loved it. The new NOT-made-in-Canada versions now have new and extra seams in strange places (if you're concerned with shedding moisture, for example, or rubbing/friction), no zipper garages, less-elastic sleeve openings (read: more difficult to tuck in one's gloves underneath), less-smooth finish to the fabric (noisy), and an overall puffier if longer fit. I tried the men's as usual first, and the fit was just not right. So I tried the women's style. I like the light-green/yellow color (for visibility). Size large almost fit me in the body (although slightly loose), but the sleeves were short, shorter than I'd have expected by comparing the various size charts. X-Large finally almost fit in the sleeve length but was way too big in the body for me [I returned both]. Probably still a good jacket for leisure, but new version is no longer as good for hardcore use, IMHO. So I'll keep using my old one and I'll be on the lookout for vintage Gamma ARs.",188,0,2,1,1,0,,2020,2,27,4,188
r0097,2020-02-16,1679,3,Way too short!,"I'm 5'8 120 lbs and the jacket only came right below my belly button...the back length was sufficient, but I wish that the front was as long as the back. I had to send it back.",36,0,2,1,1,0,,2020,2,16,3,36
r0098,2020-01-27,1699,3,Not what I hoped,"First off, let me say that I get compliments on this jacket every time I wear it. I guess it looks cool, or maybe it???s just the label. I love how stretchy the fabric is and how light it is in weight. I don???t love how light it is as far as insulating goes. This jacket isn???t much better than a windbreaker for keeping warm and it is worse if you want to put your hands in the pockets. I???m sure the pockets are supposed to serve the dual purpose of offering ventilation or storing things but I don???t like having to choose between sheltering my hands and exposing my torso to the elements. I like separate ventilation zippers, a separate pocket to store things and pockets for my hands. I think Arcteryx is overrated but the jacket is fine and the material is cool because it really does allow a lot of freedom of movement and it blocks the wind pretty well. I got a killer deal at Backcountry.com but if I would have paid full price, I???d have been pissed.",182,0,0,0,0,1,,2020,1,27,4,182
r0099,2020-01-15,1711,5,No complaints here,"I wanted a soft shell jacket that was water resistant and could protect me from the wind. This definitely has it all. I purchased the fuchsia, which is more like raspberry in color, but it looks great. It's tailored nicely and I can move real easily in it. All of the seams are taped and the zippers are hidden zipped up. I love the fact the back is slightly longer than the front, so when I bend down the jacket doesn't come up giving me a nice shot of cold air on the backside. I can't wait to thoroughly put it through its paces when the spring comes and I go hiking. I do admit, I thought it might have been a bit more thicker with more fleece lining. I like the softness of the collar so on windy, cold days it won't give me rug burn on my chin and neck. Overall, a solid jacket.",156,1,1,1,0,1,,2020,1,15,3,156
r0100,2020-01-07,1719,4,"Great jacket, but the color is off",The picture on the website is like hot pink; but received a purple jacket.,14,1,2,1,1,0,,2020,1,7,7,14
